id,brand,car_model,type,desc,problem,datetime,status
568549,江淮汽车,瑞风M4,2020款 2.0CTI 柴油 手动 劲享型 国VI,江淮瑞风M4车辆无法启动4S店未救援,"A44,L314,",2021-01-29,处理反馈
568545,上汽大众,桑塔纳,2018款 1.5L 自动 舒适版,上汽大众桑塔纳变速箱无法降挡希望厂家处理,"B20,",2021-01-29,用户评分
568542,一汽-大众奥迪,奥迪A6L,2018款 35 TFSI 双离合 时尚型,一汽大众奥迪A6L变速箱异响一直未解决	,"B33,",2021-01-29,信息审核
568540,观致汽车,观致5,2018款 1.6T 自动 尊贵型,观致5中控显示屏闪烁存在质量问题,"H134,",2021-01-29,信息审核
568539,一汽奔腾,奔腾B50,2016款 1.6L 手动 舒适型,一汽奔腾B50漆面大面积生锈4S店不予保修,"H79,",2021-01-29,处理反馈
568537,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙新车副驾驶有异响,"H79,H164,",2021-01-29,处理反馈
568536,上汽通用五菱,宝骏530,2018款 1.5T 手动 精英型 国V,宝骏530经销商出售车辆有购买车辆保险记录,"M284,",2021-01-29,处理反馈
568534,一汽-大众,迈腾,2017款 330TSI DSG 尊贵型,一汽大众迈腾变速箱异响顿挫存在质量问题,"B33,B19,B115,",2021-01-29,处理反馈
568531,江铃汽车,驭胜S330,2016款 1.5L GTDi 自动 四驱 旗舰版,江铃驭胜S330仪表盘故障灯亮 刹车弹簧断裂,"H168,",2021-01-29,信息审核
568528,东风悦达起亚,KX3傲跑,2020款 1.5L CVT 潮流版,东风悦达起亚KX3傲跑保养后机油泄漏,"J300,J303,J304,",2021-01-29,用户评分
568524,东风本田,本田CR-V,2017款 240TURBO 自动 四驱 尊耀版,东风本田CR-V中控抬头显示盖板不回位,"H134,",2021-01-29,用户评分
568521,吉利汽车,远景X6,2016款 1.3T CVT 旗舰型,吉利远景X6变速箱动力丢失故障灯亮,"B96,B334,",2021-01-29,处理反馈
568519,宝马（进口）,宝马X5,2021款 xDrive30i M运动套装,进口宝马X5行驶发动机舱异响 转向异响,"A9,D59,",2021-01-29,厂家受理
568517,奇瑞新能源,小蚂蚁,2021款 15万蚁粉款 蚁酷版,奇瑞小蚂蚁电动机噪音大 中控屏异响,"A341,H134,",2021-01-29,厂家受理
568516,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5踩油门发动机舱有异响现象,"A9,",2021-01-29,处理反馈
568510,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国VI,广汽本田雅阁方向盘卡滞影响安全行驶,"D123,",2021-01-29,用户评分
568509,华晨宝马,宝马1系,2020款 125i M运动套装,华晨宝马1系启动困难 怠速不稳希望处理,"A44,A35,",2021-01-29,信息审核
568508,东风悦达起亚,K5凯酷,2020款 270T CVVD 豪华版,东风悦达起亚K5凯酷副驾驶存在异响,"H164,",2021-01-29,处理反馈
568507,野马汽车,野马T70,2017款 1.5T 手动 精英型 运动版 T70S,野马T70刹车盘异常磨损希望处理,"E47,",2021-01-29,信息审核
568506,领克,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03车身稳定系统故障 行驶熄火,"A14,H170,",2021-01-29,用户评分
